Game Turn, Player, Num Cities, Population, Techs, Civics, Land Units, corps, Armies, Naval Units, TILES: Owned, Improved, BALANCE: Gold, Faith, YIELDS: Science, Culture, Gold, Faith, Production, Food, BY TYPE: Tiles, Buildings, Districts, Population, Outg
255, CIVILIZATION_LA_VENTA, 1, 9, 33, 20, 4, 0, 0, 0, 10, 7, 830, 1109, 10, 6, 17, 15, 12, 20, 10, 26, 1, 8, 12, 0
255, CIVILIZATION_KANDY, 1, 10, 35, 20, 3, 0, 0, 0, 12, 5, 715, 1525, 9, 11, 23, 14, 4, 28, 12, 30, 2, 10, 0, 0
255, CIVILIZATION_STOCKHOLM, 1, 10, 28, 21, 1, 0, 0, 0, 13, 4, 100, 267, 16, 5, 11, 0, 8, 26, 13, 21, 1, 10, 9, 0
255, CIVILIZATION_AMSTERDAM, 1, 8, 34, 20, 2, 0, 0, 1, 9, 3, 2788, 290, 9, 8, 32, 0, 5, 17, 9, 15, 2, 9, 17, 0
255, CIVILIZATION_CARTHAGE, 1, 7, 33, 20, 3, 0, 0, 0, 9, 5, 2248, 262, 9, 6, 34, 0, 6, 17, 9, 15, 1, 7, 22, 0
255, CIVILIZATION_SEOUL, 1, 11, 32, 20, 3, 0, 0, 0, 12, 8, 1278, 506, 10, 9, 35, 1, 5, 29, 12, 15, 2, 11, 22, 0
255, CIVILIZATION_NAN_MADOL, 1, 11, 34, 20, 3, 0, 0, 1, 9, 5, 1133, 609, 10, 6, 29, 3, 4, 27, 9, 15, 1, 12, 18, 0
256, CIVILIZATION_NORWAY, 5, 20, 26, 15, 0, 0, 0, 0, 67, 15, 0, 1049, 28, 9, 10, 5, 46, 45, 67, 30, 6, 19, 11, 8
256, CIVILIZATION_EGYPT, 5, 39, 33, 26, 1, 0, 0, 0, 92, 21, 138, 143, 135, 82, 52, 33, 63, 112, 92, 82, 12, 38, 0, 88
256, CIVILIZATION_BRAZIL, 9, 58, 45, 19, 0, 0, 0, 0, 121, 33, 304, 155, 162, 28, 80, 52, 110, 174, 121, 121, 16, 57, 3, 23
256, CIVILIZATION_SCYTHIA, 4, 29, 35, 20, 0, 0, 0, 0, 66, 31, 86, 77, 93, 19, 92, 65, 57, 76, 66, 66, 8, 28, 0, 46
256, CIVILIZATION_JAPAN, 4, 27, 25, 20, 3, 0, 0, 0, 59, 15, 198, 175, 30, 22, 37, 28, 62, 84, 59, 29, 4, 26, 24, 13
256, CIVILIZATION_CHINA, 6, 39, 33, 21, 2, 0, 0, 0, 82, 28, 394, 97, 135, 32, 54, 10, 70, 110, 82, 64, 13, 38, 8, 30
256, CIVILIZATION_BRUSSELS, 1, 10, 31, 21, 1, 0, 0, 1, 9, 5, 1387, 308, 11, 5, 35, 0, 3, 23, 9, 15, 1, 11, 17, 0
256, CIVILIZATION_LA_VENTA, 1, 9, 33, 20, 4, 0, 0, 0, 10, 7, 834, 1124, 10, 6, 17, 15, 12, 20, 10, 26, 1, 8, 12, 0
256, CIVILIZATION_KANDY, 1, 10, 35, 20, 3, 0, 0, 0, 12, 5, 724, 1539, 9, 11, 23, 14, 4, 28, 12, 30, 2, 10, 0, 0
256, CIVILIZATION_STOCKHOLM, 1, 10, 28, 21, 1, 0, 0, 0, 13, 4, 103, 268, 16, 5, 11, 0, 8, 26, 13, 21, 1, 10, 9, 0
256, CIVILIZATION_AMSTERDAM, 1, 8, 34, 20, 2, 0, 0, 1, 9, 3, 2817, 291, 9, 8, 32, 0, 5, 17, 9, 15, 2, 9, 17, 0
256, CIVILIZATION_CARTHAGE, 1, 7, 33, 20, 3, 0, 0, 0, 9, 5, 2275, 263, 9, 6, 33, 0, 6, 17, 9, 15, 1, 7, 22, 0
256, CIVILIZATION_SEOUL, 1, 11, 32, 20, 3, 0, 0, 0, 12, 8, 1303, 508, 10, 9, 35, 1, 5, 29, 12, 15, 2, 11, 22, 0
256, CIVILIZATION_NAN_MADOL, 1, 11, 34, 20, 3, 0, 0, 1, 9, 5, 1157, 612, 10, 6, 29, 3, 4, 27, 9, 15, 1, 12, 18, 0
257, CIVILIZATION_NORWAY, 5, 20, 26, 15, 0, 0, 0, 0, 67, 15, 0, 1055, 28, 9, 10, 5, 46, 45, 67, 30, 6, 19, 11, 8
257, CIVILIZATION_EGYPT, 5, 39, 33, 26, 1, 0, 0, 0, 93, 21, 202, 177, 135, 82, 52, 33, 63, 112, 93, 82, 12, 38, 0, 88
257, CIVILIZATION_BRAZIL, 9, 58, 45, 19, 0, 0, 0, 0, 122, 33, 347, 208, 162, 28, 80, 52, 111, 174, 122, 121, 16, 57, 3, 23
257, CIVILIZATION_SCYTHIA, 4, 29, 35, 20, 0, 0, 0, 0, 67, 32, 162, 141, 93, 19, 94, 63, 58, 76, 67, 66, 8, 28, 0, 44
257, CIVILIZATION_JAPAN, 4, 27, 25, 20, 3, 0, 0, 0, 59, 15, 214, 208, 30, 29, 37, 33, 64, 84, 59, 39, 4, 26, 24, 13
257, CIVILIZATION_CHINA, 6, 40, 33, 21, 2, 0, 0, 0, 82, 28, 367, 107, 135, 32, 55, 10, 69, 112, 82, 64, 13, 39, 8, 30
257, CIVILIZATION_BRUSSELS, 1, 10, 32, 21, 1, 0, 0, 1, 9, 5, 1396, 308, 10, 5, 29, 0, 3, 23, 9, 15, 1, 11, 9, 0
257, CIVILIZATION_LA_VENTA, 1, 9, 33, 20, 4, 0, 0, 0, 10, 7, 838, 1139, 10, 6, 17, 15, 12, 20, 10, 26, 1, 8, 12, 0
257, CIVILIZATION_KANDY, 1, 10, 35, 20, 3, 0, 0, 0, 12, 6, 733, 1554, 9, 11, 23, 14, 4, 28, 12, 30, 2, 10, 0, 0
257, CIVILIZATION_STOCKHOLM, 1, 10, 28, 21, 1, 0, 0, 0, 13, 4, 107, 268, 16, 5, 11, 0, 8, 26, 13, 21, 1, 10, 9, 0
257, CIVILIZATION_AMSTERDAM, 1, 8, 34, 20, 2, 0, 0, 1, 9, 3, 2830, 292, 9, 8, 32, 0, 5, 17, 9, 15, 2, 9, 17, 0
257, CIVILIZATION_CARTHAGE, 1, 7, 33, 20, 3, 0, 0, 0, 9, 5, 2302, 264, 9, 6, 33, 0, 6, 17, 9, 15, 1, 7, 22, 0
257, CIVILIZATION_SEOUL, 1, 11, 32, 20, 3, 0, 0, 0, 12, 8, 1329, 510, 10, 9, 35, 1, 5, 29, 12, 15, 2, 11, 22, 0
257, CIVILIZATION_NAN_MADOL, 1, 11, 34, 20, 3, 0, 0, 1, 9, 5, 1181, 616, 10, 6, 29, 3, 4, 27, 9, 15, 1, 12, 18, 0
258, CIVILIZATION_NORWAY, 5, 20, 26, 15, 0, 0, 0, 0, 67, 15, 0, 1060, 28, 9, 10, 5, 46, 45, 67, 30, 6, 19, 11, 8
258, CIVILIZATION_EGYPT, 5, 39, 33, 26, 1, 0, 0, 0, 93, 21, 217, 211, 137, 83, 52, 33, 63, 112, 93, 82, 12, 38, 0, 88
258, CIVILIZATION_BRAZIL, 9, 58, 45, 19, 0, 0, 0, 0, 123, 33, 391, 260, 162, 28, 82, 52, 111, 174, 123, 121, 16, 57, 3, 23
258, CIVILIZATION_SCYTHIA, 4, 29, 35, 20, 0, 0, 0, 0, 67, 33, 240, 206, 93, 20, 91, 64, 59, 76, 67, 66, 8, 28, 0, 45
258, CIVILIZATION_JAPAN, 4, 27, 25, 20, 3, 0, 0, 0, 60, 15, 274, 247, 30, 29, 31, 38, 64, 84, 60, 39, 4, 26, 24, 13
258, CIVILIZATION_CHINA, 6, 40, 34, 21, 2, 0, 0, 0, 83, 29, 389, 118, 135, 32, 54, 10, 72, 113, 83, 64, 13, 39, 8, 30
258, CIVILIZATION_BRUSSELS, 1, 10, 33, 21, 1, 0, 0, 1, 9, 5, 1427, 309, 11, 5, 36, 0, 3, 24, 9, 15, 1, 11, 18, 0
258, CIVILIZATION_LA_VENTA, 1, 9, 33, 20, 4, 0, 0, 0, 10, 7, 842, 1154, 10, 6, 17, 15, 12, 20, 10, 26, 1, 8, 12, 0
258, CIVILIZATION_KANDY, 1, 10, 35, 20, 3, 0, 0, 0, 12, 6, 743, 1568, 9, 11, 23, 14, 4, 28, 12, 30, 2, 10, 0, 0
258, CIVILIZATION_STOCKHOLM, 1, 10, 28, 21, 1, 0, 0, 0, 13, 4, 111, 269, 16, 5, 11, 0, 8, 26, 13, 21, 1, 10, 9, 0
258, CIVILIZATION_AMSTERDAM, 1, 8, 34, 20, 2, 0, 0, 1, 9, 3, 2857, 293, 9, 8, 32, 0, 5, 17, 9, 15, 2, 9, 17, 0
258, CIVILIZATION_CARTHAGE, 1, 7, 33, 20, 3, 0, 0, 0, 9, 5, 2328, 265, 9, 6, 33, 0, 6, 17, 9, 15, 1, 7, 22, 0
258, CIVILIZATION_SEOUL, 1, 11, 32, 20, 3, 0, 0, 0, 12, 8, 1354, 512, 10, 9, 35, 1, 5, 29, 12, 15, 2, 11, 22, 0
258, CIVILIZATION_NAN_MADOL, 1, 11, 34, 20, 3, 0, 0, 1, 9, 5, 1205, 620, 10, 6, 29, 3, 4, 27, 9, 15, 1, 12, 18, 0
259, CIVILIZATION_NORWAY, 5, 20, 26, 15, 0, 0, 0, 0, 67, 15, 0, 1066, 28, 9, 10, 5, 46, 45, 67, 30, 6, 19, 11, 8
259, CIVILIZATION_EGYPT, 5, 39, 33, 26, 1, 0, 0, 0, 94, 21, 231, 244, 137, 83, 52, 33, 63, 112, 94, 82, 12, 38, 0, 88
259, CIVILIZATION_BRAZIL, 9, 58, 45, 19, 0, 0, 0, 0, 123, 33, 436, 53, 162, 28, 82, 52, 111, 174, 123, 121, 16, 57, 3, 23
259, CIVILIZATION_SCYTHIA, 4, 29, 35, 20, 0, 0, 0, 0, 67, 33, 317, 270, 94, 20, 91, 64, 59, 76, 67, 66, 8, 28, 0, 45
259, CIVILIZATION_JAPAN, 4, 27, 25, 20, 3, 0, 0, 0, 60, 16, 282, 57, 34, 29, 31, 39, 64, 86, 60, 39, 5, 26, 24, 13
259, CIVILIZATION_CHINA, 6, 40, 34, 21, 3, 0, 0, 0, 83, 30, 408, 128, 135, 32, 54, 10, 72, 121, 83, 70, 13, 39, 8, 30
259, CIVILIZATION_BRUSSELS, 1, 10, 34, 21, 1, 0, 0, 1, 9, 5, 1459, 310, 11, 5, 36, 0, 3, 24, 9, 15, 1, 11, 18, 0
259, CIVILIZATION_LA_VENTA, 1, 9, 33, 20, 3, 0, 0, 0, 10, 7, 848, 1169, 10, 6, 17, 15, 12, 20, 10, 26, 1, 8, 12, 0
259, CIVILIZATION_KANDY, 1, 11, 35, 20, 3, 0, 0, 0, 12, 6, 752, 1584, 9, 11, 23, 16, 4, 27, 12, 30, 2, 10, 0, 0
259, CIVILIZATION_STOCKHOLM, 1, 10, 28, 21, 1, 0, 0, 0, 13, 4, 115, 270, 16, 5, 11, 0, 8, 26, 13, 21, 1, 10, 9, 0
259, CIVILIZATION_AMSTERDAM, 1, 8, 34, 20, 2, 0, 0, 1, 9, 3, 2885, 294, 9, 8, 32, 0, 5, 17, 9, 15, 2, 9, 17, 0
259, CIVILIZATION_CARTHAGE, 1, 7, 33, 20, 3, 0, 0, 0, 9, 5, 2355, 266, 9, 6, 33, 0, 6, 17, 9, 15, 1, 7, 22, 0
259, CIVILIZATION_SEOUL, 1, 11, 32, 20, 3, 0, 0, 0, 12, 8, 1380, 514, 10, 9, 35, 1, 5, 29, 12, 15, 2, 11, 22, 0
259, CIVILIZATION_NAN_MADOL, 1, 11, 34, 20, 3, 0, 0, 1, 9, 5, 1229, 623, 10, 6, 29, 3, 4, 27, 9, 15, 1, 12, 18, 0
260, CIVILIZATION_NORWAY, 5, 20, 26, 15, 0, 0, 0, 0, 67, 18, 0, 1072, 29, 9, 11, 5, 48, 45, 67, 30, 6, 19, 11, 8
260, CIVILIZATION_EGYPT, 5, 39, 33, 26, 1, 0, 0, 0, 94, 21, 246, 278, 137, 83, 52, 33, 63, 112, 94, 82, 12, 38, 0, 88
260, CIVILIZATION_BRAZIL, 10, 59, 45, 19, 0, 0, 0, 0, 130, 33, 481, 106, 163, 29, 82, 52, 113, 179, 130, 121, 16, 58, 3, 23
260, CIVILIZATION_SCYTHIA, 4, 29, 35, 20, 0, 0, 0, 0, 67, 33, 393, 335, 92, 21, 91, 64, 59, 76, 67, 70, 8, 28, 0, 45
260, CIVILIZATION_JAPAN, 4, 27, 25, 20, 3, 0, 0, 0, 61, 16, 290, 120, 34, 32, 31, 62, 63, 87, 61, 43, 5, 26, 24, 37
260, CIVILIZATION_CHINA, 6, 40, 34, 21, 3, 0, 0, 0, 83, 30, 427, 138, 135, 32, 54, 10, 72, 123, 83, 70, 13, 39, 8, 30
260, CIVILIZATION_BRUSSELS, 1, 10, 35, 21, 1, 0, 0, 1, 9, 5, 1490, 311, 11, 5, 36, 0, 3, 24, 9, 15, 1, 11, 18, 0
260, CIVILIZATION_LA_VENTA, 1, 9, 33, 20, 3, 0, 0, 0, 10, 7, 854, 1184, 10, 6, 17, 15, 12, 20, 10, 26, 1, 8, 12, 0
260, CIVILIZATION_KANDY, 1, 11, 35, 20, 3, 0, 0, 0, 12, 6, 762, 1601, 9, 11, 23, 16, 4, 27, 12, 30, 2, 10, 0, 0
260, CIVILIZATION_STOCKHOLM, 1, 10, 29, 21, 1, 0, 0, 0, 13, 4, 118, 271, 16, 5, 11, 0, 8, 26, 13, 21, 1, 10, 9, 0
260, CIVILIZATION_AMSTERDAM, 1, 8, 34, 20, 2, 0, 0, 1, 9, 3, 2912, 295, 9, 8, 32, 0, 5, 17, 9, 15, 2, 9, 17, 0
260, CIVILIZATION_CARTHAGE, 1, 7, 33, 20, 3, 0, 0, 0, 9, 5, 2382, 267, 9, 6, 33, 0, 6, 17, 9, 15, 1, 7, 22, 0
260, CIVILIZATION_SEOUL, 1, 11, 32, 20, 3, 0, 0, 0, 12, 8, 1405, 515, 10, 9, 35, 1, 5, 29, 12, 15, 2, 11, 22, 0
260, CIVILIZATION_NAN_MADOL, 1, 11, 34, 20, 3, 0, 0, 1, 9, 5, 1253, 627, 10, 6, 29, 3, 4, 27, 9, 15, 1, 12, 18, 0
261, CIVILIZATION_NORWAY, 5, 20, 26, 15, 1, 0, 0, 0, 69, 18, 0, 1078, 29, 10, 12, 6, 47, 46, 69, 30, 6, 19, 11, 8
261, CIVILIZATION_EGYPT, 5, 39, 34, 26, 1, 0, 0, 0, 94, 21, 260, 312, 137, 83, 52, 33, 63, 112, 94, 82, 12, 38, 0, 88
261, CIVILIZATION_BRAZIL, 10, 60, 45, 19, 0, 0, 0, 0, 130, 34, 85, 158, 162, 29, 82, 51, 114, 182, 130, 121, 16, 59, 3, 23
261, CIVILIZATION_SCYTHIA, 4, 29, 35, 20, 0, 0, 0, 0, 68, 34, 320, 401, 94, 22, 91, 65, 57, 77, 68, 70, 8, 28, 0, 47
261, CIVILIZATION_JAPAN, 4, 28, 25, 20, 3, 0, 0, 0, 61, 16, 295, 188, 35, 37, 31, 67, 63, 89, 61, 51, 5, 27, 24, 37
261, CIVILIZATION_CHINA, 6, 40, 34, 21, 3, 0, 0, 0, 83, 30, 496, 149, 135, 32, 54, 10, 72, 123, 83, 70, 13, 39, 8, 30
261, CIVILIZATION_BRUSSELS, 1, 10, 35, 21, 1, 0, 0, 1, 9, 5, 1521, 312, 11, 5, 36, 0, 3, 24, 9, 15, 1, 11, 18, 0
261, CIVILIZATION_LA_VENTA, 1, 9, 33, 20, 3, 0, 0, 0, 10, 7, 860, 1199, 10, 6, 17, 15, 12, 20, 10, 26, 1, 8, 12, 0
261, CIVILIZATION_KANDY, 1, 11, 35, 20, 3, 0, 0, 0, 12, 6, 526, 1617, 9, 11, 23, 16, 4, 27, 12, 30, 2, 10, 0, 0
261, CIVILIZATION_STOCKHOLM, 1, 10, 30, 21, 1, 0, 0, 0, 13, 4, 122, 272, 16, 5, 11, 0, 8, 26, 13, 21, 1, 10, 9, 0
261, CIVILIZATION_AMSTERDAM, 1, 8, 34, 20, 2, 0, 0, 1, 9, 3, 2940, 296, 9, 8, 32, 0, 5, 17, 9, 15, 2, 9, 17, 0
261, CIVILIZATION_CARTHAGE, 1, 7, 33, 20, 3, 0, 0, 0, 9, 5, 2409, 268, 9, 6, 33, 0, 6, 17, 9, 15, 1, 7, 22, 0
261, CIVILIZATION_SEOUL, 1, 11, 32, 20, 3, 0, 0, 0, 12, 8, 1431, 517, 10, 9, 35, 1, 5, 29, 12, 15, 2, 11, 22, 0
261, CIVILIZATION_NAN_MADOL, 1, 11, 34, 20, 3, 0, 0, 1, 9, 5, 1276, 630, 10, 6, 28, 3, 4, 27, 9, 15, 1, 12, 18, 0
262, CIVILIZATION_NORWAY, 5, 20, 26, 15, 1, 0, 0, 0, 71, 17, 4, 1084, 30, 10, 20, 5, 52, 46, 71, 30, 6, 19, 11, 12
262, CIVILIZATION_EGYPT, 5, 40, 35, 26, 1, 0, 0, 0, 94, 21, 224, 345, 137, 83, 52, 33, 63, 115, 94, 82, 12, 39, 0, 88
262, CIVILIZATION_BRAZIL, 10, 61, 46, 19, 0, 0, 0, 0, 130, 34, 132, 209, 163, 29, 84, 51, 115, 184, 130, 121, 16, 60, 3, 23
262, CIVILIZATION_SCYTHIA, 4, 29, 35, 20, 0, 0, 0, 0, 68, 34, 396, 151, 94, 22, 91, 65, 57, 77, 68, 70, 8, 28, 0, 47
262, CIVILIZATION_JAPAN, 4, 28, 25, 20, 3, 0, 0, 0, 62, 16, 301, 255, 35, 37, 31, 67, 63, 89, 62, 51, 5, 27, 24, 37
262, CIVILIZATION_CHINA, 6, 40, 34, 21, 3, 0, 0, 0, 83, 30, 514, 159, 133, 32, 52, 10, 72, 124, 83, 70, 13, 39, 8, 30
262, CIVILIZATION_BRUSSELS, 1, 10, 35, 21, 1, 0, 0, 1, 9, 5, 1550, 313, 10, 5, 34, 0, 2, 24, 9, 15, 1, 11, 18, 0
262, CIVILIZATION_LA_VENTA, 1, 9, 33, 20, 3, 0, 0, 0, 10, 7, 866, 1215, 10, 6, 17, 15, 12, 20, 10, 26, 1, 8, 12, 0
262, CIVILIZATION_KANDY, 1, 11, 35, 20, 3, 0, 0, 0, 12, 6, 535, 1633, 9, 11, 23, 16, 4, 27, 12, 30, 2, 10, 0, 0
262, CIVILIZATION_STOCKHOLM, 1, 10, 31, 21, 1, 0, 0, 0, 13, 4, 126, 273, 16, 5, 11, 0, 8, 26, 13, 21, 1, 10, 9, 0
262, CIVILIZATION_AMSTERDAM, 1, 8, 34, 20, 3, 0, 0, 1, 9, 3, 2238, 297, 9, 7, 24, 0, 5, 17, 9, 15, 2, 9, 8, 0
262, CIVILIZATION_CARTHAGE, 1, 7, 33, 20, 3, 0, 0, 0, 9, 5, 2435, 269, 9, 6, 33, 0, 6, 17, 9, 15, 1, 7, 22, 0
262, CIVILIZATION_SEOUL, 1, 11, 32, 20, 3, 0, 0, 0, 12, 8, 1457, 519, 10, 9, 36, 1, 5, 29, 12, 15, 2, 11, 22, 0
262, CIVILIZATION_NAN_MADOL, 1, 11, 34, 20, 3, 0, 0, 1, 9, 5, 1299, 634, 10, 6, 28, 3, 4, 27, 9, 15, 1, 12, 18, 0
263, CIVILIZATION_NORWAY, 5, 20, 27, 15, 1, 0, 0, 0, 71, 18, 9, 1089, 30, 10, 19, 4, 56, 46, 71, 30, 6, 19, 11, 12
263, CIVILIZATION_EGYPT, 5, 40, 36, 26, 1, 0, 0, 0, 94, 21, 240, 379, 137, 83, 52, 33, 63, 115, 94, 82, 12, 39, 0, 88
263, CIVILIZATION_BRAZIL, 10, 61, 46, 19, 0, 0, 0, 0, 131, 33, 178, 111, 163, 29, 84, 51, 115, 183, 131, 121, 16, 60, 3, 23
263, CIVILIZATION_SCYTHIA, 4, 29, 35, 20, 0, 0, 0, 0, 68, 33, 469, 215, 113, 22, 87, 64, 57, 77, 68, 70, 8, 28, 0, 46
263, CIVILIZATION_JAPAN, 4, 28, 26, 20, 3, 0, 0, 0, 62, 16, 305, 135, 35, 37, 30, 67, 63, 89, 62, 51, 5, 27, 24, 37
263, CIVILIZATION_CHINA, 6, 40, 34, 21, 3, 0, 0, 0, 83, 31, 530, 306, 142, 32, 52, 10, 72, 124, 83, 78, 13, 39, 8, 30
263, CIVILIZATION_BRUSSELS, 1, 10, 35, 21, 1, 0, 0, 1, 9, 5, 1579, 314, 10, 5, 34, 0, 2, 24, 9, 15, 1, 11, 18, 0
263, CIVILIZATION_LA_VENTA, 1, 9, 33, 20, 3, 0, 0, 0, 10, 7, 873, 1228, 10, 6, 17, 13, 12, 20, 10, 26, 1, 8, 12, 0
263, CIVILIZATION_KANDY, 1, 11, 35, 21, 3, 0, 0, 0, 12, 6, 545, 1649, 9, 11, 23, 16, 4, 27, 12, 30, 2, 10, 0, 0
263, CIVILIZATION_STOCKHOLM, 1, 10, 32, 21, 1, 0, 0, 0, 13, 4, 129, 274, 16, 5, 11, 0, 8, 26, 13, 21, 1, 10, 9, 0
263, CIVILIZATION_AMSTERDAM, 1, 8, 34, 20, 3, 0, 0, 1, 9, 3, 2264, 298, 11, 7, 33, 0, 5, 17, 9, 15, 2, 9, 19, 0
263, CIVILIZATION_CARTHAGE, 1, 7, 33, 20, 3, 0, 0, 0, 9, 5, 2462, 270, 9, 6, 33, 0, 6, 17, 9, 15, 1, 7, 22, 0
263, CIVILIZATION_SEOUL, 1, 11, 32, 20, 3, 0, 0, 0, 12, 8, 1484, 521, 10, 9, 36, 1, 5, 29, 12, 15, 2, 11, 22, 0
263, CIVILIZATION_NAN_MADOL, 1, 11, 34, 20, 3, 0, 0, 1, 9, 5, 1321, 638, 10, 6, 28, 3, 4, 27, 9, 15, 1, 12, 18, 0
264, CIVILIZATION_NORWAY, 5, 20, 27, 15, 1, 0, 0, 0, 71, 19, 12, 1094, 30, 10, 18, 4, 58, 47, 71, 31, 6, 19, 11, 12
264, CIVILIZATION_EGYPT, 5, 40, 36, 26, 1, 0, 0, 0, 94, 21, 258, 52, 130, 78, 51, 33, 61, 115, 94, 82, 12, 39, 0, 88
264, CIVILIZATION_BRAZIL, 10, 61, 46, 19, 0, 0, 0, 0, 132, 33, 224, 163, 163, 29, 84, 51, 115, 183, 132, 121, 16, 60, 3, 23
264, CIVILIZATION_SCYTHIA, 4, 29, 35, 20, 0, 0, 0, 0, 68, 33, 543, 278, 100, 22, 89, 63, 57, 79, 68, 70, 8, 28, 0, 46
264, CIVILIZATION_JAPAN, 4, 28, 26, 20, 3, 0, 0, 0, 62, 16, 359, 206, 35, 37, 30, 71, 63, 89, 62, 54, 5, 27, 24, 37
264, CIVILIZATION_CHINA, 6, 40, 34, 21, 3, 0, 0, 0, 85, 31, 394, 314, 146, 32, 50, 8, 73, 126, 85, 78, 13, 39, 8, 30
264, CIVILIZATION_BRUSSELS, 1, 10, 35, 21, 1, 0, 0, 1, 9, 5, 1608, 315, 10, 5, 34, 0, 2, 24, 9, 15, 1, 11, 18, 0
264, CIVILIZATION_LA_VENTA, 1, 9, 33, 20, 3, 0, 0, 0, 10, 7, 879, 1242, 10, 6, 17, 13, 12, 20, 10, 26, 1, 8, 12, 0
264, CIVILIZATION_KANDY, 1, 11, 35, 21, 3, 0, 0, 0, 12, 7, 557, 1665, 9, 11, 23, 16, 5, 27, 12, 30, 2, 10, 0, 0
264, CIVILIZATION_STOCKHOLM, 1, 10, 33, 21, 1, 0, 0, 0, 13, 4, 133, 275, 16, 5, 11, 0, 8, 26, 13, 21, 1, 10, 9, 0
264, CIVILIZATION_AMSTERDAM, 1, 8, 34, 20, 4, 0, 0, 1, 9, 3, 1569, 298, 11, 7, 33, 0, 5, 17, 9, 15, 2, 9, 19, 0
264, CIVILIZATION_CARTHAGE, 1, 7, 33, 20, 3, 0, 0, 0, 9, 5, 2489, 271, 9, 6, 33, 0, 6, 17, 9, 15, 1, 7, 22, 0
264, CIVILIZATION_SEOUL, 1, 11, 32, 20, 3, 0, 0, 0, 12, 8, 1510, 523, 10, 9, 36, 1, 5, 29, 12, 15, 2, 11, 22, 0
264, CIVILIZATION_NAN_MADOL, 1, 11, 34, 20, 3, 0, 0, 1, 9, 5, 1344, 641, 10, 6, 28, 3, 4, 27, 9, 15, 1, 12, 18, 0
265, CIVILIZATION_NORWAY, 5, 20, 28, 16, 1, 0, 0, 0, 71, 20, 175, 1100, 33, 11, 40, 6, 65, 47, 71, 31, 6, 19, 11, 12
265, CIVILIZATION_EGYPT, 5, 41, 36, 26, 1, 0, 0, 0, 94, 21, 70, 85, 137, 83, 52, 35, 63, 118, 94, 82, 12, 40, 0, 91
265, CIVILIZATION_BRAZIL, 10, 62, 47, 19, 0, 0, 0, 0, 132, 33, 270, 215, 163, 29, 84, 51, 116, 185, 132, 121, 16, 61, 3, 23
265, CIVILIZATION_SCYTHIA, 4, 29, 35, 20, 0, 0, 0, 0, 68, 34, 613, 342, 100, 22, 89, 63, 57, 79, 68, 70, 8, 28, 0, 46
265, CIVILIZATION_JAPAN, 4, 28, 26, 20, 3, 0, 0, 0, 63, 16, 363, 277, 35, 37, 30, 71, 63, 89, 63, 54, 5, 27, 24, 37
265, CIVILIZATION_CHINA, 7, 41, 35, 21, 3, 0, 0, 0, 91, 31, 413, 325, 146, 32, 55, 10, 74, 128, 91, 81, 13, 40, 8, 30
265, CIVILIZATION_BRUSSELS, 1, 11, 35, 21, 1, 0, 0, 1, 9, 5, 1638, 316, 11, 5, 34, 0, 2, 24, 9, 15, 1, 12, 18, 0
265, CIVILIZATION_LA_VENTA, 1, 9, 34, 20, 3, 0, 0, 0, 10, 7, 885, 1255, 10, 6, 17, 13, 12, 20, 10, 26, 1, 8, 12, 0
265, CIVILIZATION_KANDY, 1, 11, 35, 21, 3, 0, 0, 0, 12, 7, 570, 1682, 9, 11, 23, 16, 5, 27, 12, 30, 2, 10, 0, 0
265, CIVILIZATION_STOCKHOLM, 1, 10, 34, 21, 1, 0, 0, 0, 13, 4, 137, 276, 16, 5, 11, 0, 8, 27, 13, 21, 1, 10, 9, 0
265, CIVILIZATION_AMSTERDAM, 1, 8, 34, 20, 4, 0, 0, 1, 9, 3, 1593, 299, 11, 7, 33, 0, 5, 17, 9, 15, 2, 9, 19, 0
265, CIVILIZATION_CARTHAGE, 1, 7, 33, 20, 3, 0, 0, 0, 9, 5, 2515, 272, 9, 6, 33, 0, 6, 17, 9, 15, 1, 7, 22, 0
265, CIVILIZATION_SEOUL, 1, 11, 32, 20, 3, 0, 0, 0, 13, 8, 1536, 524, 10, 9, 35, 1, 5, 29, 13, 15, 2, 11, 22, 0
265, CIVILIZATION_NAN_MADOL, 1, 11, 34, 20, 3, 0, 0, 1, 9, 5, 1366, 645, 10, 6, 28, 3, 4, 27, 9, 15, 1, 12, 18, 0
266, CIVILIZATION_NORWAY, 5, 20, 28, 16, 1, 0, 0, 0, 72, 21, 70, 1107, 33, 11, 40, 6, 65, 47, 72, 31, 6, 19, 11, 12
266, CIVILIZATION_EGYPT, 5, 41, 36, 26, 1, 0, 0, 0, 95, 21, 65, 120, 132, 79, 45, 34, 62, 119, 95, 82, 12, 40, 0, 91
266, CIVILIZATION_BRAZIL, 10, 62, 47, 19, 0, 0, 0, 0, 132, 33, 318, 107, 177, 29, 86, 51, 116, 187, 132, 121, 16, 61, 3, 23
266, CIVILIZATION_SCYTHIA, 4, 29, 35, 20, 0, 0, 0, 0, 68, 34, 204, 97, 109, 22, 94, 65, 58, 79, 68, 70, 8, 28, 0, 46
266, CIVILIZATION_JAPAN, 4, 28, 26, 20, 3, 0, 1, 0, 63, 17, 359, 348, 33, 35, 25, 71, 63, 87, 63, 54, 5, 27, 16, 37
