Game Turn, Player, Action, Tech, Score
246, 6, Tech, TECH_GUNPOWDER, 206.6, 
246, 6, Tech, TECH_PRINTING, 0.0, OWNED
246, 6, Tech, TECH_SQUARE_RIGGING, 394.7, GOAL
246, 6, Tech, TECH_ASTRONOMY, 247.9, 
246, 6, Tech, TECH_METAL_CASTING, 240.9, 
246, 6, Tech, TECH_SIEGE_TACTICS, 0.0, OWNED
246, 6, Tech, TECH_INDUSTRIALIZATION, -9335.6, 
246, 6, Tech, TECH_SCIENTIFIC_THEORY, 752.6, 
246, 6, Tech, TECH_BALLISTICS, -9758.1, 
246, 6, Tech, TECH_MILITARY_SCIENCE, 23.2, 
246, 6, Tech, TECH_SANITATION, 760.1, 
246, 6, Tech, TECH_ECONOMICS, -9005.6, 
246, 7, Tech, TECH_POTTERY, 0.0, OWNED
246, 7, Tech, TECH_ANIMAL_HUSBANDRY, 0.0, OWNED
246, 7, Tech, TECH_MINING, 0.0, OWNED
246, 7, Tech, TECH_SAILING, 0.0, OWNED
246, 7, Tech, TECH_ASTROLOGY, 0.0, OWNED
246, 7, Tech, TECH_IRRIGATION, 0.0, OWNED
246, 7, Tech, TECH_ARCHERY, 0.0, OWNED
246, 7, Tech, TECH_WRITING, 0.0, OWNED
246, 7, Tech, TECH_MASONRY, 0.0, OWNED
246, 7, Tech, TECH_BRONZE_WORKING, 0.0, OWNED
246, 7, Tech, TECH_THE_WHEEL, 0.0, OWNED
246, 7, Tech, TECH_CELESTIAL_NAVIGATION, 0.0, OWNED
246, 7, Tech, TECH_CURRENCY, 0.0, OWNED
246, 7, Tech, TECH_HORSEBACK_RIDING, 0.0, OWNED
246, 7, Tech, TECH_IRON_WORKING, 0.0, OWNED
246, 7, Tech, TECH_SHIPBUILDING, 0.0, OWNED
246, 7, Tech, TECH_MATHEMATICS, 0.0, OWNED
246, 7, Tech, TECH_CONSTRUCTION, 0.0, OWNED
246, 7, Tech, TECH_ENGINEERING, 0.0, OWNED
246, 7, Tech, TECH_MILITARY_TACTICS, 0.0, OWNED
246, 7, Tech, TECH_APPRENTICESHIP, 0.0, OWNED
246, 7, Tech, TECH_MACHINERY, 0.0, OWNED
246, 7, Tech, TECH_EDUCATION, 0.0, OWNED
246, 7, Tech, TECH_STIRRUPS, 0.0, OWNED
246, 7, Tech, TECH_MILITARY_ENGINEERING, 0.0, OWNED
246, 7, Tech, TECH_CASTLES, 0.0, OWNED
246, 7, Tech, TECH_CARTOGRAPHY, 50.9, 
246, 7, Tech, TECH_MASS_PRODUCTION, 0.0, OWNED
246, 7, Tech, TECH_BANKING, 0.0, OWNED
246, 7, Tech, TECH_GUNPOWDER, 0.0, OWNED
246, 7, Tech, TECH_PRINTING, 0.0, OWNED
246, 7, Tech, TECH_SQUARE_RIGGING, -9948.1, 
246, 7, Tech, TECH_ASTRONOMY, 0.0, OWNED
246, 7, Tech, TECH_METAL_CASTING, 18.7, 
246, 7, Tech, TECH_SIEGE_TACTICS, 0.0, OWNED
246, 7, Tech, TECH_INDUSTRIALIZATION, -9948.1, 
246, 7, Tech, TECH_SCIENTIFIC_THEORY, 0.0, OWNED
246, 7, Tech, TECH_BALLISTICS, -9980.3, 
246, 7, Tech, TECH_MILITARY_SCIENCE, 1.4, 
246, 7, Tech, TECH_SANITATION, 5.4, RESEARCHING
246, 7, Tech, TECH_ECONOMICS, -9980.3, 
246, 7, Tech, TECH_RIFLING, -9978.9, 
246, 7, Tech, TECH_REPLACEABLE_PARTS, -9980.3, 
246, 7, Tech, TECH_CHEMISTRY, -9993.6, 
246, 8, Tech, TECH_POTTERY, 0.0, OWNED
246, 8, Tech, TECH_ANIMAL_HUSBANDRY, 0.0, OWNED
246, 8, Tech, TECH_MINING, 0.0, OWNED
246, 8, Tech, TECH_SAILING, 0.0, OWNED
246, 8, Tech, TECH_ASTROLOGY, 0.0, OWNED
246, 8, Tech, TECH_IRRIGATION, 0.0, OWNED
246, 8, Tech, TECH_ARCHERY, 0.0, OWNED
246, 8, Tech, TECH_WRITING, 0.0, OWNED
246, 8, Tech, TECH_MASONRY, 0.0, OWNED
246, 8, Tech, TECH_BRONZE_WORKING, 0.0, OWNED
246, 8, Tech, TECH_THE_WHEEL, 0.0, OWNED
246, 8, Tech, TECH_CELESTIAL_NAVIGATION, 0.0, OWNED
246, 8, Tech, TECH_CURRENCY, 0.0, OWNED
246, 8, Tech, TECH_HORSEBACK_RIDING, 0.0, OWNED
246, 8, Tech, TECH_IRON_WORKING, 0.0, OWNED
246, 8, Tech, TECH_SHIPBUILDING, 0.0, OWNED
246, 8, Tech, TECH_MATHEMATICS, 0.0, OWNED
246, 8, Tech, TECH_CONSTRUCTION, 0.0, OWNED
246, 8, Tech, TECH_ENGINEERING, 0.0, OWNED
246, 8, Tech, TECH_MILITARY_TACTICS, 0.0, OWNED
246, 8, Tech, TECH_APPRENTICESHIP, 0.0, OWNED
246, 8, Tech, TECH_MACHINERY, 0.0, OWNED
246, 8, Tech, TECH_EDUCATION, 0.0, OWNED
246, 8, Tech, TECH_STIRRUPS, 0.0, OWNED
246, 8, Tech, TECH_MILITARY_ENGINEERING, 0.0, OWNED
246, 8, Tech, TECH_CASTLES, 0.0, OWNED
246, 8, Tech, TECH_CARTOGRAPHY, 564.8, RESEARCHING
246, 8, Tech, TECH_MASS_PRODUCTION, 268.7, 
246, 8, Tech, TECH_BANKING, 268.7, BOOSTED
246, 8, Tech, TECH_GUNPOWDER, 0.0, OWNED
246, 8, Tech, TECH_PRINTING, 0.0, OWNED
246, 8, Tech, TECH_SQUARE_RIGGING, 547.3, GOAL
246, 8, Tech, TECH_ASTRONOMY, 247.9, 
246, 8, Tech, TECH_METAL_CASTING, 16.4, 
246, 8, Tech, TECH_SIEGE_TACTICS, 0.0, OWNED
246, 8, Tech, TECH_INDUSTRIALIZATION, -9183.0, 
246, 8, Tech, TECH_SCIENTIFIC_THEORY, 752.6, 
246, 8, Tech, TECH_BALLISTICS, -9982.6, 
246, 8, Tech, TECH_MILITARY_SCIENCE, 0.8, 
246, 8, Tech, TECH_SANITATION, -9246.4, 
246, 8, Tech, TECH_ECONOMICS, -9230.1, 
246, 8, Tech, TECH_RIFLING, -9981.8, 
246, 8, Contract 3372
246, 9, Tech, TECH_POTTERY, 0.0, OWNED
246, 9, Tech, TECH_ANIMAL_HUSBANDRY, 0.0, OWNED
246, 9, Tech, TECH_MINING, 0.0, OWNED
246, 9, Tech, TECH_SAILING, 0.0, OWNED
246, 9, Tech, TECH_ASTROLOGY, 0.0, OWNED
246, 9, Tech, TECH_IRRIGATION, 0.0, OWNED
246, 9, Tech, TECH_ARCHERY, 0.0, OWNED
246, 9, Tech, TECH_WRITING, 0.0, OWNED
246, 9, Tech, TECH_MASONRY, 0.0, OWNED
246, 9, Tech, TECH_BRONZE_WORKING, 0.0, OWNED
246, 9, Tech, TECH_THE_WHEEL, 0.0, OWNED
246, 9, Tech, TECH_CELESTIAL_NAVIGATION, 0.0, OWNED
246, 9, Tech, TECH_CURRENCY, 0.0, OWNED
246, 9, Tech, TECH_HORSEBACK_RIDING, 0.0, OWNED
246, 9, Tech, TECH_IRON_WORKING, 0.0, OWNED
246, 9, Tech, TECH_SHIPBUILDING, 0.0, OWNED
246, 9, Tech, TECH_MATHEMATICS, 0.0, OWNED
246, 9, Tech, TECH_CONSTRUCTION, 0.0, OWNED
246, 9, Tech, TECH_ENGINEERING, 0.0, OWNED
246, 9, Tech, TECH_MILITARY_TACTICS, 0.0, OWNED
246, 9, Tech, TECH_APPRENTICESHIP, 0.0, OWNED
246, 9, Tech, TECH_MACHINERY, 0.0, OWNED
246, 9, Tech, TECH_EDUCATION, 0.0, OWNED
246, 9, Tech, TECH_STIRRUPS, 0.0, OWNED
246, 9, Tech, TECH_MILITARY_ENGINEERING, 0.0, OWNED
246, 9, Tech, TECH_CASTLES, 0.0, OWNED
246, 9, Tech, TECH_CARTOGRAPHY, 88.8, 
246, 9, Tech, TECH_MASS_PRODUCTION, 268.7, 
246, 9, Tech, TECH_BANKING, 268.7, BOOSTED
246, 9, Tech, TECH_GUNPOWDER, 0.0, OWNED
246, 9, Tech, TECH_PRINTING, 247.9, 
246, 9, Tech, TECH_SQUARE_RIGGING, 112.7, 
246, 9, Tech, TECH_ASTRONOMY, 247.9, 
246, 9, Tech, TECH_METAL_CASTING, 0.0, OWNED
246, 9, Tech, TECH_SIEGE_TACTICS, 227.4, 
246, 9, Tech, TECH_INDUSTRIALIZATION, -9617.6, 
246, 9, Tech, TECH_SCIENTIFIC_THEORY, 752.6, 
246, 9, Tech, TECH_BALLISTICS, 647.4, RESEARCHING
246, 9, Tech, TECH_MILITARY_SCIENCE, 531.3, 
246, 9, Tech, TECH_SANITATION, 790.1, 
246, 9, Tech, TECH_ECONOMICS, 796.9, 
246, 9, Tech, TECH_RIFLING, 1176.2, BOOSTED
246, 11, Tech, TECH_POTTERY, 0.0, OWNED
246, 11, Tech, TECH_ANIMAL_HUSBANDRY, 0.0, OWNED
246, 11, Tech, TECH_MINING, 0.0, OWNED
246, 11, Tech, TECH_SAILING, 0.0, OWNED
246, 11, Tech, TECH_ASTROLOGY, 0.0, OWNED
246, 11, Tech, TECH_IRRIGATION, 0.0, OWNED
246, 11, Tech, TECH_ARCHERY, 0.0, OWNED
246, 11, Tech, TECH_WRITING, 0.0, OWNED
246, 11, Tech, TECH_MASONRY, 0.0, OWNED
246, 11, Tech, TECH_BRONZE_WORKING, 0.0, OWNED
246, 11, Tech, TECH_THE_WHEEL, 0.0, OWNED
246, 11, Tech, TECH_CELESTIAL_NAVIGATION, 0.0, OWNED
246, 11, Tech, TECH_CURRENCY, 0.0, OWNED
246, 11, Tech, TECH_HORSEBACK_RIDING, 0.0, OWNED
246, 11, Tech, TECH_IRON_WORKING, 0.0, OWNED
246, 11, Tech, TECH_SHIPBUILDING, 0.0, OWNED
246, 11, Tech, TECH_MATHEMATICS, 0.0, OWNED
246, 11, Tech, TECH_CONSTRUCTION, 0.0, OWNED
246, 11, Tech, TECH_ENGINEERING, 0.0, OWNED
246, 11, Tech, TECH_MILITARY_TACTICS, 0.0, OWNED
246, 11, Tech, TECH_APPRENTICESHIP, 0.0, OWNED
246, 11, Tech, TECH_MACHINERY, 0.0, OWNED
246, 11, Tech, TECH_EDUCATION, 0.0, OWNED
246, 11, Tech, TECH_STIRRUPS, 0.0, OWNED
246, 11, Tech, TECH_MILITARY_ENGINEERING, 0.0, OWNED
246, 11, Tech, TECH_CASTLES, 0.0, OWNED
246, 11, Tech, TECH_CARTOGRAPHY, 29.9, 
246, 11, Tech, TECH_MASS_PRODUCTION, 268.7, 
246, 11, Tech, TECH_BANKING, 0.0, OWNED
246, 11, Tech, TECH_GUNPOWDER, 0.0, OWNED
246, 11, Tech, TECH_PRINTING, 247.9, 
246, 11, Tech, TECH_SQUARE_RIGGING, -9969.1, 
246, 11, Tech, TECH_ASTRONOMY, 247.9, RESEARCHING
246, 11, Tech, TECH_METAL_CASTING, 196.2, 
246, 11, Tech, TECH_SIEGE_TACTICS, 0.0, OWNED
246, 11, Tech, TECH_INDUSTRIALIZATION, -9700.4, 
246, 11, Tech, TECH_SCIENTIFIC_THEORY, 489.9, GOAL
246, 11, Tech, TECH_BALLISTICS, -9802.8, 
246, 11, Tech, TECH_MILITARY_SCIENCE, 250.4, 
246, 11, Tech, TECH_SANITATION, -9509.1, 
246, 11, Tech, TECH_ECONOMICS, -9313.0, 
246, 11, Tech, TECH_RIFLING, -9552.4, 
246, 12, Tech, TECH_POTTERY, 0.0, OWNED
246, 12, Tech, TECH_ANIMAL_HUSBANDRY, 0.0, OWNED
246, 12, Tech, TECH_MINING, 0.0, OWNED
246, 12, Tech, TECH_SAILING, 0.0, OWNED
246, 12, Tech, TECH_ASTROLOGY, 0.0, OWNED
246, 12, Tech, TECH_IRRIGATION, 0.0, OWNED
246, 12, Tech, TECH_ARCHERY, 0.0, OWNED
246, 12, Tech, TECH_WRITING, 0.0, OWNED
246, 12, Tech, TECH_MASONRY, 0.0, OWNED
246, 12, Tech, TECH_BRONZE_WORKING, 0.0, OWNED
246, 12, Tech, TECH_THE_WHEEL, 0.0, OWNED
246, 12, Tech, TECH_CELESTIAL_NAVIGATION, 0.0, OWNED
246, 12, Tech, TECH_CURRENCY, 0.0, OWNED
246, 12, Tech, TECH_HORSEBACK_RIDING, 0.0, OWNED
246, 12, Tech, TECH_IRON_WORKING, 0.0, OWNED
246, 12, Tech, TECH_SHIPBUILDING, 0.0, OWNED
246, 12, Tech, TECH_MATHEMATICS, 0.0, OWNED
246, 12, Tech, TECH_CONSTRUCTION, 0.0, OWNED
246, 12, Tech, TECH_ENGINEERING, 0.0, OWNED
246, 12, Tech, TECH_MILITARY_TACTICS, 0.0, OWNED
246, 12, Tech, TECH_APPRENTICESHIP, 0.0, OWNED
246, 12, Tech, TECH_MACHINERY, 0.0, OWNED
246, 12, Tech, TECH_EDUCATION, 0.0, OWNED
246, 12, Tech, TECH_STIRRUPS, 0.0, OWNED
246, 12, Tech, TECH_MILITARY_ENGINEERING, 0.0, OWNED
246, 12, Tech, TECH_CASTLES, 0.0, OWNED
246, 12, Tech, TECH_CARTOGRAPHY, 39.1, 
246, 12, Tech, TECH_MASS_PRODUCTION, 0.0, OWNED
246, 12, Tech, TECH_BANKING, 0.0, OWNED
246, 12, Tech, TECH_GUNPOWDER, 0.0, OWNED
246, 12, Tech, TECH_PRINTING, 0.0, OWNED
246, 12, Tech, TECH_SQUARE_RIGGING, -9959.9, 
246, 12, Tech, TECH_ASTRONOMY, 0.0, OWNED
246, 12, Tech, TECH_METAL_CASTING, 0.0, OWNED
246, 12, Tech, TECH_SIEGE_TACTICS, 0.0, OWNED
246, 12, Tech, TECH_INDUSTRIALIZATION, -9959.9, 
246, 12, Tech, TECH_SCIENTIFIC_THEORY, 247.9, 
246, 12, Tech, TECH_BALLISTICS, -13.2, 
246, 12, Tech, TECH_MILITARY_SCIENCE, 13.0, RESEARCHING
246, 12, Tech, TECH_SANITATION, -9751.1, 
246, 12, Tech, TECH_ECONOMICS, -9751.1, 
246, 12, Tech, TECH_RIFLING, -9986.0, 
246, 12, Tech, TECH_REPLACEABLE_PARTS, -9751.1, 
246, 12, Tech, TECH_STEEL, -9986.0, 
246, 12, Tech, TECH_CHEMISTRY, -9751.1, 
246, 13, Tech, TECH_POTTERY, 0.0, OWNED
246, 13, Tech, TECH_ANIMAL_HUSBANDRY, 0.0, OWNED
246, 13, Tech, TECH_MINING, 0.0, OWNED
246, 13, Tech, TECH_SAILING, 0.0, OWNED
246, 13, Tech, TECH_ASTROLOGY, 0.0, OWNED
246, 13, Tech, TECH_IRRIGATION, 0.0, OWNED
246, 13, Tech, TECH_ARCHERY, 0.0, OWNED
246, 13, Tech, TECH_WRITING, 0.0, OWNED
246, 13, Tech, TECH_MASONRY, 0.0, OWNED
246, 13, Tech, TECH_BRONZE_WORKING, 0.0, OWNED
246, 13, Tech, TECH_THE_WHEEL, 0.0, OWNED
246, 13, Tech, TECH_CELESTIAL_NAVIGATION, 0.0, OWNED
246, 13, Tech, TECH_CURRENCY, 0.0, OWNED
246, 13, Tech, TECH_HORSEBACK_RIDING, 0.0, OWNED
246, 13, Tech, TECH_IRON_WORKING, 0.0, OWNED
246, 13, Tech, TECH_SHIPBUILDING, 0.0, OWNED
246, 13, Tech, TECH_MATHEMATICS, 0.0, OWNED
246, 13, Tech, TECH_CONSTRUCTION, 0.0, OWNED
246, 13, Tech, TECH_ENGINEERING, 0.0, OWNED
246, 13, Tech, TECH_MILITARY_TACTICS, 0.0, OWNED
246, 13, Tech, TECH_APPRENTICESHIP, 0.0, OWNED
246, 13, Tech, TECH_MACHINERY, 0.0, OWNED
246, 13, Tech, TECH_EDUCATION, 0.0, OWNED
246, 13, Tech, TECH_STIRRUPS, 0.0, OWNED
246, 13, Tech, TECH_MILITARY_ENGINEERING, 0.0, OWNED
246, 13, Tech, TECH_CASTLES, 0.0, OWNED
246, 13, Tech, TECH_CARTOGRAPHY, 57.8, 
246, 13, Tech, TECH_MASS_PRODUCTION, 268.7, BOOSTED
246, 13, Tech, TECH_BANKING, 0.0, OWNED
246, 13, Tech, TECH_GUNPOWDER, 0.0, OWNED
246, 13, Tech, TECH_PRINTING, 0.0, OWNED
246, 13, Tech, TECH_SQUARE_RIGGING, -9941.2, 
246, 13, Tech, TECH_ASTRONOMY, 0.0, OWNED
246, 13, Tech, TECH_METAL_CASTING, 0.0, OWNED
246, 13, Tech, TECH_SIEGE_TACTICS, 0.0, OWNED
246, 13, Tech, TECH_INDUSTRIALIZATION, -9672.5, 
246, 13, Tech, TECH_SCIENTIFIC_THEORY, 247.9, 
246, 13, Tech, TECH_BALLISTICS, 0.9, 
246, 13, Tech, TECH_MILITARY_SCIENCE, 37.1, RESEARCHING
246, 13, Tech, TECH_SANITATION, 255.4, 
246, 13, Tech, TECH_ECONOMICS, 256.8, 
246, 13, Tech, TECH_RIFLING, -9961.1, 
246, 13, Tech, TECH_REPLACEABLE_PARTS, -9742.2, 
246, 13, Tech, TECH_STEEL, -9961.1, 
246, 13, Tech, TECH_CHEMISTRY, -9743.6, 
246, 14, Tech, TECH_POTTERY, 0.0, OWNED
246, 14, Tech, TECH_ANIMAL_HUSBANDRY, 0.0, OWNED
246, 14, Tech, TECH_MINING, 0.0, OWNED
246, 14, Tech, TECH_SAILING, 0.0, OWNED
246, 14, Tech, TECH_ASTROLOGY, 0.0, OWNED
246, 14, Tech, TECH_IRRIGATION, 0.0, OWNED
246, 14, Tech, TECH_ARCHERY, 0.0, OWNED
246, 14, Tech, TECH_WRITING, 0.0, OWNED
246, 14, Tech, TECH_MASONRY, 0.0, OWNED
246, 14, Tech, TECH_BRONZE_WORKING, 0.0, OWNED
246, 14, Tech, TECH_THE_WHEEL, 0.0, OWNED
246, 14, Tech, TECH_CELESTIAL_NAVIGATION, 0.0, OWNED
246, 14, Tech, TECH_CURRENCY, 0.0, OWNED
246, 14, Tech, TECH_HORSEBACK_RIDING, 0.0, OWNED
246, 14, Tech, TECH_IRON_WORKING, 0.0, OWNED
246, 14, Tech, TECH_SHIPBUILDING, 0.0, OWNED
246, 14, Tech, TECH_MATHEMATICS, 0.0, OWNED
246, 14, Tech, TECH_CONSTRUCTION, 0.0, OWNED
246, 14, Tech, TECH_ENGINEERING, 0.0, OWNED
246, 14, Tech, TECH_MILITARY_TACTICS, 0.0, OWNED
246, 14, Tech, TECH_APPRENTICESHIP, 0.0, OWNED
246, 14, Tech, TECH_MACHINERY, 0.0, OWNED
246, 14, Tech, TECH_EDUCATION, 0.0, OWNED
246, 14, Tech, TECH_STIRRUPS, 0.0, OWNED
246, 14, Tech, TECH_MILITARY_ENGINEERING, 0.0, OWNED
246, 14, Tech, TECH_CASTLES, 0.0, OWNED
246, 14, Tech, TECH_CARTOGRAPHY, 37.3, 
246, 14, Tech, TECH_MASS_PRODUCTION, 268.7, 
246, 14, Tech, TECH_BANKING, 268.7, BOOSTED
246, 14, Tech, TECH_GUNPOWDER, 0.0, OWNED
246, 14, Tech, TECH_PRINTING, 247.9, 
246, 14, Tech, TECH_SQUARE_RIGGING, -9961.7, 
246, 14, Tech, TECH_ASTRONOMY, 247.9, RESEARCHING
246, 14, Tech, TECH_METAL_CASTING, 176.5, 
246, 14, Tech, TECH_SIEGE_TACTICS, 0.0, OWNED
246, 14, Tech, TECH_INDUSTRIALIZATION, -9693.0, 
246, 14, Tech, TECH_SCIENTIFIC_THEORY, 752.6, GOAL
246, 14, Tech, TECH_BALLISTICS, -9822.5, 
246, 14, Tech, TECH_MILITARY_SCIENCE, 258.2, 
246, 14, Tech, TECH_SANITATION, -9246.4, 
246, 14, Tech, TECH_ECONOMICS, -9069.9, 
246, 14, Tech, TECH_RIFLING, -9564.3, 
247, 0, Tech, TECH_POTTERY, 0.0, OWNED
247, 0, Tech, TECH_ANIMAL_HUSBANDRY, 0.0, OWNED
247, 0, Tech, TECH_MINING, 0.0, OWNED
247, 0, Tech, TECH_SAILING, 0.0, OWNED
247, 0, Tech, TECH_ASTROLOGY, 0.0, OWNED
247, 0, Tech, TECH_IRRIGATION, 0.0, OWNED
247, 0, Tech, TECH_ARCHERY, 0.0, OWNED
247, 0, Tech, TECH_WRITING, 0.0, OWNED
247, 0, Tech, TECH_MASONRY, 0.0, OWNED
247, 0, Tech, TECH_BRONZE_WORKING, 0.0, OWNED
247, 0, Tech, TECH_THE_WHEEL, 0.0, OWNED
247, 0, Tech, TECH_CELESTIAL_NAVIGATION, 501.6, BOOSTED
247, 0, Tech, TECH_CURRENCY, 0.0, OWNED
247, 0, Tech, TECH_HORSEBACK_RIDING, 0.0, OWNED
247, 0, Tech, TECH_IRON_WORKING, 0.0, OWNED
247, 0, Tech, TECH_SHIPBUILDING, 0.0, OWNED
247, 0, Tech, TECH_MATHEMATICS, 0.0, OWNED
247, 0, Tech, TECH_CONSTRUCTION, 0.0, OWNED
247, 0, Tech, TECH_ENGINEERING, 0.0, OWNED
247, 0, Tech, TECH_MILITARY_TACTICS, 0.0, OWNED
247, 0, Tech, TECH_APPRENTICESHIP, 0.0, OWNED
247, 0, Tech, TECH_MACHINERY, 0.0, OWNED
247, 0, Tech, TECH_EDUCATION, 0.0, OWNED
247, 0, Tech, TECH_STIRRUPS, 0.0, OWNED
247, 0, Tech, TECH_MILITARY_ENGINEERING, 0.0, OWNED
247, 0, Tech, TECH_CASTLES, 214.3, 
247, 0, Tech, TECH_CARTOGRAPHY, 168.3, 
247, 0, Tech, TECH_MASS_PRODUCTION, 0.0, OWNED
247, 0, Tech, TECH_BANKING, 223.0, RESEARCHING
247, 0, Tech, TECH_GUNPOWDER, 0.0, OWNED
247, 0, Tech, TECH_PRINTING, 175.4, 
247, 0, Tech, TECH_SQUARE_RIGGING, 248.5, 
247, 0, Tech, TECH_ASTRONOMY, 219.8, BOOSTED
247, 0, Tech, TECH_METAL_CASTING, 477.2, BOOSTED
247, 0, Tech, TECH_SIEGE_TACTICS, 306.1, 
247, 0, Tech, TECH_INDUSTRIALIZATION, 267.2, 
247, 0, Tech, TECH_SCIENTIFIC_THEORY, 487.8, 
247, 0, Tech, TECH_BALLISTICS, 564.2, 
247, 0, Tech, TECH_MILITARY_SCIENCE, -479.9, 
247, 0, Tech, TECH_SANITATION, -9511.2, 
247, 0, Tech, TECH_ECONOMICS, -9034.0, 
247, 1, Tech, TECH_POTTERY, 0.0, OWNED
247, 1, Tech, TECH_ANIMAL_HUSBANDRY, 0.0, OWNED
247, 1, Tech, TECH_MINING, 0.0, OWNED
247, 1, Tech, TECH_SAILING, 0.0, OWNED
247, 1, Tech, TECH_ASTROLOGY, 0.0, OWNED
247, 1, Tech, TECH_IRRIGATION, 0.0, OWNED
247, 1, Tech, TECH_ARCHERY, 0.0, OWNED
247, 1, Tech, TECH_WRITING, 0.0, OWNED
247, 1, Tech, TECH_MASONRY, 0.0, OWNED
247, 1, Tech, TECH_BRONZE_WORKING, 0.0, OWNED
247, 1, Tech, TECH_THE_WHEEL, 0.0, OWNED
247, 1, Tech, TECH_CELESTIAL_NAVIGATION, 514.2, 
247, 1, Tech, TECH_CURRENCY, 0.0, OWNED
247, 1, Tech, TECH_HORSEBACK_RIDING, 0.0, OWNED
247, 1, Tech, TECH_IRON_WORKING, 0.0, OWNED
247, 1, Tech, TECH_SHIPBUILDING, 481.9, 
247, 1, Tech, TECH_MATHEMATICS, 0.0, OWNED
247, 1, Tech, TECH_CONSTRUCTION, 0.0, OWNED
247, 1, Tech, TECH_ENGINEERING, 0.0, OWNED
247, 1, Tech, TECH_MILITARY_TACTICS, 0.0, OWNED
247, 1, Tech, TECH_APPRENTICESHIP, 0.0, OWNED
247, 1, Tech, TECH_MACHINERY, 0.0, OWNED
247, 1, Tech, TECH_EDUCATION, 0.0, OWNED
247, 1, Tech, TECH_STIRRUPS, 0.0, OWNED
247, 1, Tech, TECH_MILITARY_ENGINEERING, 0.0, OWNED
247, 1, Tech, TECH_CASTLES, 0.0, OWNED
247, 1, Tech, TECH_CARTOGRAPHY, 689.2, 
247, 1, Tech, TECH_MASS_PRODUCTION, 739.0, 
247, 1, Tech, TECH_BANKING, 297.0, BOOSTED
247, 1, Tech, TECH_GUNPOWDER, 0.0, OWNED
247, 1, Tech, TECH_PRINTING, 0.0, OWNED
247, 1, Tech, TECH_SQUARE_RIGGING, 864.4, 
247, 1, Tech, TECH_ASTRONOMY, 0.0, OWNED
247, 1, Tech, TECH_METAL_CASTING, 0.0, OWNED
247, 1, Tech, TECH_SIEGE_TACTICS, 0.0, OWNED
247, 1, Tech, TECH_SCIENTIFIC_THEORY, 548.3, BOOSTED
247, 1, Tech, TECH_BALLISTICS, 0.0, OWNED
247, 1, Tech, TECH_MILITARY_SCIENCE, 0.0, OWNED
247, 1, Tech, TECH_SANITATION, 714.1, 
247, 1, Tech, TECH_ECONOMICS, 735.9, 
247, 1, Tech, TECH_RIFLING, 0.0, OWNED
247, 1, Tech, TECH_STEEL, 1166.8, RESEARCHING
247, 1, Tech, TECH_COMBUSTION, 1336.7, 
247, 1, Tech, TECH_COMBINED_ARMS, 2597.5, GOAL
247, 1, Tech, TECH_PLASTICS, 1446.9, 
247, 1, Contract 3291
247, 2, Tech, TECH_POTTERY, 0.0, OWNED
247, 2, Tech, TECH_ANIMAL_HUSBANDRY, 0.0, OWNED
247, 2, Tech, TECH_MINING, 0.0, OWNED
247, 2, Tech, TECH_SAILING, 0.0, OWNED
247, 2, Tech, TECH_ASTROLOGY, 0.0, OWNED
247, 2, Tech, TECH_IRRIGATION, 0.0, OWNED
247, 2, Tech, TECH_ARCHERY, 0.0, OWNED
247, 2, Tech, TECH_WRITING, 0.0, OWNED
247, 2, Tech, TECH_MASONRY, 0.0, OWNED
247, 2, Tech, TECH_BRONZE_WORKING, 0.0, OWNED
247, 2, Tech, TECH_THE_WHEEL, 0.0, OWNED
247, 2, Tech, TECH_CELESTIAL_NAVIGATION, 0.0, OWNED
247, 2, Tech, TECH_CURRENCY, 0.0, OWNED
247, 2, Tech, TECH_HORSEBACK_RIDING, 0.0, OWNED
247, 2, Tech, TECH_IRON_WORKING, 0.0, OWNED
247, 2, Tech, TECH_SHIPBUILDING, 0.0, OWNED
247, 2, Tech, TECH_MATHEMATICS, 0.0, OWNED
247, 2, Tech, TECH_CONSTRUCTION, 0.0, OWNED
247, 2, Tech, TECH_ENGINEERING, 0.0, OWNED
247, 2, Tech, TECH_MILITARY_TACTICS, 0.0, OWNED
247, 2, Tech, TECH_APPRENTICESHIP, 0.0, OWNED
247, 2, Tech, TECH_MACHINERY, 0.0, OWNED
247, 2, Tech, TECH_EDUCATION, 0.0, OWNED
247, 2, Tech, TECH_STIRRUPS, 0.0, OWNED
247, 2, Tech, TECH_MILITARY_ENGINEERING, 0.0, OWNED
247, 2, Tech, TECH_CASTLES, 0.0, OWNED
247, 2, Tech, TECH_CARTOGRAPHY, 0.0, OWNED
247, 2, Tech, TECH_MASS_PRODUCTION, 0.0, OWNED
247, 2, Tech, TECH_BANKING, 0.0, OWNED
247, 2, Tech, TECH_GUNPOWDER, 0.0, OWNED
247, 2, Tech, TECH_PRINTING, 0.0, OWNED
247, 2, Tech, TECH_SQUARE_RIGGING, 0.0, OWNED
247, 2, Tech, TECH_ASTRONOMY, 0.0, OWNED
247, 2, Tech, TECH_METAL_CASTING, 0.0, OWNED
247, 2, Tech, TECH_SIEGE_TACTICS, 0.0, OWNED
247, 2, Tech, TECH_INDUSTRIALIZATION, 0.0, OWNED
247, 2, Tech, TECH_SCIENTIFIC_THEORY, 0.0, OWNED
247, 2, Tech, TECH_BALLISTICS, 0.0, OWNED
247, 2, Tech, TECH_MILITARY_SCIENCE, 0.0, OWNED
